Source,Target
Bill Paxton,Trespass
Bill Paxton,Vertical Limit
Bill Paxton,Mighty Joe Young
Bill Paxton,Club Dread
Bill Paxton,The Colony
Anger Management,Marisa Tomei
Eddie Griffin,Undercover Brother
Tremors,Kevin Bacon
Tremors,Michael Gross
Colin Farrell,Minority Report
Colin Farrell,Seven Psychopaths
Colin Farrell,Phone Booth
Mission: Impossible III,Tom Cruise
Mission: Impossible III,Michelle Monaghan
Mission: Impossible III,Philip Seymour Hoffman
Southern Comfort,Franklyn Seales
Yvonne Furneaux,The Mummy
The Game Plan,Dwayne Johnson
The Game Plan,Roselyn Sanchez
Europa Report,Michael Nyqvist
The Switch,Jennifer Aniston
Jason Alexander,Pretty Woman
Sicario: Day of the Soldado,Isabela Merced
Rita Wilson,Sleepless in Seattle
Oldboy,Kim Byeong-Ok
Oldboy,Samuel L. Jackson
Bryan Brown,Cocktail
Daddy's Home 2,Will Ferrell
Daddy's Home 2,John Lithgow
Heather O'Rourke,Poltergeist
School Ties,Chris O'Donnell
School Ties,Randall Batinkoff
Desperate Measures,Michael Keaton
Desperate Measures,Andy Garcia
Desperate Measures,Brian Cox
Man of Steel,Henry Cavill
Man of Steel,Diane Lane
Norman Reedus,Air
Chris Messina,Air
Only God Forgives,Ryan Gosling
Marlon Wayans,G.I. Joe: The Rise of Cobra
Paul Lynde,Charlotte's Web
Scooby-Doo 2: Monsters Unleashed,Freddie Prinze Jr.
Scooby-Doo 2: Monsters Unleashed,Sarah Michelle Gellar
The Importance of Being Earnest,Rupert Everett
The Importance of Being Earnest,Colin Firth
Sully,Tom Hanks
Sully,Laura Linney
Sully,Valerie Mahaffey
Wag the Dog,Dustin Hoffman
Mary Reilly,George Cole
Serenity,Nathan Fillion
Serenity,Gina Torres
Serenity,Chiwetel Ejiofor
Serenity,Alan Tudyk
Serenity,Matthew McConaughey
Serenity,Diane Lane
George Clooney,Fantastic Mr. Fox
George Clooney,Ocean's Eleven
George Clooney,"O Brother, Where Art Thou?"
George Clooney,Ocean's Thirteen
George Clooney,Money Monster
George Clooney,Welcome to Collinwood
George Clooney,Ticket to Paradise
Julian Sands,Arachnophobia
Lisa Bonet,Angel Heart
Gary Cockrell,Lolita
David Graf,Police Academy 2: Their First Assignment
David Graf,Police Academy 4: Citizens on Patrol
Dale Midkiff,Pet Sematary
Joanna Cassidy,Who Framed Roger Rabbit
Toy Story 3,Tom Hanks
Toy Story 3,Tim Allen
Izabela Vidovic,Wonder
Joaquin Phoenix,Joker
Olivia Burnette,Eye for an Eye
Hope Lange,Death Wish
Boris Karloff,Frankenstein
Boris Karloff,The Mummy
Bruce McGill,The Legend of Bagger Vance
Bruce McGill,Vantage Point
Inside Llewyn Davis,Carey Mulligan
Inside Llewyn Davis,Garrett Hedlund
Marc Maron,The Bad Guys
Billy Lynn's Long Halftime Walk,Joe Alwyn
Billy Lynn's Long Halftime Walk,Garrett Hedlund
Billy Lynn's Long Halftime Walk,Arturo Castro
Billy Lynn's Long Halftime Walk,Mason Lee
Russell Crowe,Les Misérables
Russell Crowe,Fathers & Daughters
Russell Crowe,The Mummy
The Parent Trap,Hayley Mills
The Parent Trap,Brian Keith
The Parent Trap,Charles Ruggles
The Parent Trap,Natasha Richardson
The Parent Trap,Elaine Hendrix
Marton Csokas,Mark Felt: The Man Who Brought Down the White House
Scott Wolf,Go
David Manners,The Mummy
Racing Stripes,David Spade
The Babe,Kelly McGillis
The Babe,Bruce Boxleitner
David Hayman,Where the Truth Lies
D.O.A.,Edmond O'Brien
D.O.A.,Luther Adler
D.O.A.,Beverly Garland
D.O.A.,Daniel Stern
Derailed,Jennifer Aniston
Derailed,Addison Timlin
Mark Strong,Kingsman: The Golden Circle
Mark Strong,Before I Go to Sleep
Mark Strong,Welcome to the Punch
Jay Chandrasekhar,Club Dread
Rob Corddry,Escape from Planet Earth
Leslie Mann,George of the Jungle
Little Monsters,Lupita Nyong'o
Little Monsters,Josh Gad
Little Monsters,Kat Stewart
Little Monsters,Fred Savage
Little Monsters,Howie Mandel
Little Monsters,Daniel Stern
Luke Wilson,Old School
Luke Wilson,My Dog Skip
Luke Wilson,Bottle Rocket
Luke Wilson,The Skeleton Twins
Luke Wilson,Battle for Terra
Luke Wilson,Legally Blonde
Luke Wilson,Henry Poole Is Here
Luke Wilson,Blue Streak
Luke Wilson,Vacancy
Luke Wilson,Meeting Evil
Analyze That,Billy Crystal
Analyze That,Joe Viterelli
Father of the Bride,Spencer Tracy
Father of the Bride,Joan Bennett
Father of the Bride,Elizabeth Taylor
Father of the Bride,Don Taylor
Father of the Bride,Steve Martin
Father of the Bride,Martin Short
Father of the Bride,Kimberly Williams-Paisley
Father of the Bride,Andy Garcia
Father of the Bride,Gloria Estefan
Father of the Bride,Isabela Merced
Mike Starr,Radio Days
He's Just Not That Into You,Ginnifer Goodwin
He's Just Not That Into You,Jennifer Aniston
He's Just Not That Into You,Jennifer Connelly
He's Just Not That Into You,Morgan Lily
Raising Cain,John Lithgow
Raising Cain,Frances Sternhagen
Kid Cannabis,Kenny Wormald
Kid Cannabis,Aaron Yoo
Kid Cannabis,Ron Perlman
Kalifornia,Kathy Larson
Kalifornia,David Milford
Days of Thunder,Tom Cruise
Days of Thunder,Nicole Kidman
Sarah Jessica Parker,Smart People
Sarah Jessica Parker,Escape from Planet Earth
Death Wish,Steven Keats
Death Wish,Bruce Willis
Death Wish,Vincent D'Onofrio
Death Wish,Camila Morrone
While We're Young,Naomi Watts
Barry Primus,"New York, New York"
Michael Collins,Liam Neeson
Michael Collins,Aidan Quinn
Michael Collins,Ian Hart
Kevin Spacey,K-PAX
Kevin Spacey,Pay It Forward
Kevin Spacey,Beyond the Sea
Ralph Macchio,The Karate Kid
Marion Cotillard,Macbeth
Marion Cotillard,Assassin's Creed
Where the Crawdads Sing,David Strathairn
Cary Elwes,Twister
Charlotte Gainsbourg,Melancholia
Charlotte Gainsbourg,Jane Eyre
Charlotte Gainsbourg,The Snowman
Lymelife,Rory Culkin
Lymelife,Alec Baldwin
Lymelife,Jill Hennessy
Lymelife,Emma Roberts
Home Again,Michael Sheen
Home Again,Candice Bergen
Home Again,Pico Alexander
Glengarry Glen Ross,Alec Baldwin
Stanley Tucci,The Terminal
Stanley Tucci,Supernova
Stanley Tucci,Gambit
Stanley Tucci,What Just Happened
Virginia Madsen,Ghosts of Mississippi
Lil Rel Howery,Free Guy
Eli Marienthal,The Iron Giant
Cynthia Erivo,Bad Times at the El Royale
Before I Go to Sleep,Nicole Kidman
Before I Go to Sleep,Colin Firth
Before I Go to Sleep,Anne-Marie Duff
Shahid,Baljinder Kaur
Lincoln,David Strathairn
Undercover Brother,Aunjanue Ellis-Taylor
Everybody's Fine,Sam Rockwell
The Mummy,Rachel Weisz
The Mummy,John Hannah
The Mummy,Arnold Vosloo
The Mummy,Arthur Byron
The Mummy,Tom Cruise
The Mummy,Sofia Boutella
The Mummy,Annabelle Wallis
Thandiwe Newton,Mission: Impossible II
Thandiwe Newton,Gringo
Matthew Perry,Three to Tango
Sean Hayes,The Bucket List
Paul Giamatti,Turbo
Paul Giamatti,Duplicity
Robert Prosky,Dead Man Walking
Noël Coward,The Italian Job
Armored,Laurence Fishburne
The Rocker,Josh Gad
The Rocker,Christina Applegate
Werner Herzog,Jack Reacher
Storks,Jennifer Aniston
Lily James,Darkest Hour
Lily James,Mamma Mia! Here We Go Again
Chris O'Donnell,Vertical Limit
Ken Watanabe,Inception
Ken Watanabe,The Last Samurai
The Karate Kid,Pat Morita
The Karate Kid,Jaden Smith
The Karate Kid,Taraji P. Henson
Mako,Seven Years in Tibet
Amy Madigan,Streets of Fire
Year of the Dragon,Ariane
Escape from Planet Earth,Jessica Alba
Giovanni Ribisi,Flight of the Phoenix
Billy Green Bush,Five Easy Pieces
Brad Greenquist,Pet Sematary
Secondhand Lions,Michael Caine
Saul Rubinek,I Love Trouble
6 Underground,Ryan Reynolds
6 Underground,Manuel Garcia-Rulfo
6 Underground,Ben Hardy
The Best of Enemies,Taraji P. Henson
The Best of Enemies,Sam Rockwell
Toby Jones,Empire of Light
Toby Jones,Serena
Astrid Bergès-Frisbey,King Arthur: Legend of the Sword
Samantha Morton,Minority Report
Helen Hunt,Pay It Forward
Helen Hunt,Soul Surfer
Helen Hunt,Twister
Darrin Dewitt Henson,The Express
Dimple Kapadia,Cocktail
Patrick Fabian,Reign of the Supermen
Trumbo,Diane Lane
The Italian Job,Michael Caine
The Italian Job,Benny Hill
The Italian Job,Raf Vallone
The Italian Job,Donald Sutherland
Ocean's Eleven,Frank Sinatra
Ocean's Eleven,Dean Martin
Fireflies in the Garden,Ryan Reynolds
Fireflies in the Garden,Emily Watson
James Norton,Rogue Agent
Wild Things,Kevin Bacon
Wild Things,Neve Campbell
The Disappearance of Eleanor Rigby: Them,Jessica Chastain
The Disappearance of Eleanor Rigby: Them,Viola Davis
The Disappearance of Eleanor Rigby: Them,Bill Hader
Sin City: A Dame to Kill For,Jessica Alba
Astro Boy,Freddie Highmore
Astro Boy,Nicolas Cage
Astro Boy,Kristen Bell
Shelley Long,The Money Pit
Life,Obba Babatundé
Life,Nick Cassavetes
Life,Rebecca Ferguson
Life,Ryan Reynolds
The War with Grandpa,Uma Thurman
Craig T. Nelson,Poltergeist
Craig T. Nelson,The Proposal
Craig T. Nelson,All the Right Moves
Jeremy Irvine,The Railway Man
Matthew McConaughey,Amistad
Matthew McConaughey,Frailty
Matthew McConaughey,Boys on the Side
We're Back! A Dinosaur's Story,Rhea Perlman
Patrick Warburton,The Emperor's New Groove
Jeroen Krabbé,Immortal Beloved
My Best Friend's Wedding,Dermot Mulroney
My Best Friend's Wedding,Rupert Everett
X-Men: Apocalypse,Jennifer Lawrence
Peacock,Elliot Page
Perry Lopez,Chinatown
Jack Reacher,Tom Cruise
Jack Reacher,Richard Jenkins
Giancarlo Esposito,Bob Roberts
Giancarlo Esposito,Nothing to Lose
What Just Happened,John Turturro
Billy Crystal,Analyze This
Billy Crystal,City Slickers II: The Legend of Curly's Gold
Turbo,Ryan Reynolds
Turbo,Maya Rudolph
Turbo,Samuel L. Jackson
Blood Diamond,Leonardo DiCaprio
Blood Diamond,Jennifer Connelly
Blood Diamond,Kagiso Kuypers
Ice Cube,Trespass
The Deer Hunter,Christopher Walken
The Deer Hunter,John Cazale
The Deer Hunter,John Savage
Bunraku,Demi Moore
The Book of Life,Diego Luna
The Book of Life,Channing Tatum
The Book of Life,Ron Perlman
A Man Called Otto,Tom Hanks
A Man Called Otto,Mariana Treviño
A Man Called Otto,Rachel Keller
Annie Potts,Toy Story 4
Peter MacQueen,Supernova
Rob Lowe,About Last Night
Dawn of the Planet of the Apes,Gary Oldman
Dawn of the Planet of the Apes,Keri Russell
Dawn of the Planet of the Apes,Andy Serkis
Saving Private Ryan,Tom Hanks
Lois Hall,Dead Again
James Ray,She's Having a Baby
A Hologram for the King,Tom Hanks
A Hologram for the King,Ben Whishaw
Roseanne Barr,She-Devil
Emory Cohen,War Machine
Things to Do in Denver When You're Dead,Andy Garcia
Things to Do in Denver When You're Dead,Christopher Walken
Bullet Train,Joey King
Bullet Train,Aaron Taylor-Johnson
Bullet Train,Brian Tyree Henry
Blue Jasmine,Alec Baldwin
Blue Jasmine,Peter Sarsgaard
Jason Robards,Parenthood
Andre Braugher,Passengers
Wesley Snipes,The Fan
The Iron Lady,Susan Brown
Jamie Bell,Jane Eyre
Jamie Bell,Filth
Dianne Wiest,Edward Scissorhands
Dianne Wiest,I Am Sam
Dianne Wiest,Bullets Over Broadway
Dianne Wiest,Radio Days
Dianne Wiest,The Lost Boys
Dianne Wiest,Parenthood
Dianne Wiest,A Guide to Recognizing Your Saints
Dianne Wiest,Footloose
Dianne Wiest,September
Dianne Wiest,Practical Magic
Alexander Skarsgård,Melancholia
The Disappearance of Eleanor Rigby: Him,Jessica Chastain
The Disappearance of Eleanor Rigby: Him,Viola Davis
Clouds,Neve Campbell
Minority Report,Tom Cruise
Phenomenon,John Travolta
Steve Martin,Parenthood
Steve Martin,It's Complicated
Steve Martin,Love the Coopers
Super,Elliot Page
Super,Kevin Bacon
Child 44,Tom Hardy
Child 44,Gary Oldman
Child 44,Joel Kinnaman
Gemma Arterton,The Voices
Uma Thurman,Les Misérables
Uma Thurman,Jennifer 8
Uma Thurman,Prime
Uma Thurman,Mad Dog and Glory
Uma Thurman,The Accidental Husband
Connie Nielsen,Mission to Mars
Trouble with the Curve,Justin Timberlake
Welcome to the Punch,Andrea Riseborough
Tom Cruise,Top Gun: Maverick
Tom Cruise,The Last Samurai
Tom Cruise,Mission: Impossible - Fallout
Tom Cruise,A Few Good Men
Tom Cruise,Eyes Wide Shut
Tom Cruise,Jerry Maguire
Tom Cruise,American Made
Tom Cruise,Oblivion
Tom Cruise,Top Gun
Tom Cruise,Vanilla Sky
Tom Cruise,War of the Worlds
Tom Cruise,Knight and Day
Tom Cruise,Mission: Impossible II
Tom Cruise,All the Right Moves
Tom Cruise,Cocktail
Tom Cruise,Rock of Ages
Friends with Money,Jennifer Aniston
Jasmine Trinca,The Gunman
With Honors,Moira Kelly
Office Space,Ron Livingston
Office Space,Jennifer Aniston
The Accidental Husband,Jeffrey Dean Morgan
The Accidental Husband,Justina Machado
The Accidental Husband,Colin Firth
Kirk Acevedo,The Thin Red Line
Atonement,Keira Knightley
Atonement,Brenda Blethyn
Atonement,Saoirse Ronan
Jon Favreau,Very Bad Things
Jon Favreau,The Break-Up
Jennifer Tilly,Bullets Over Broadway
Chris Sarandon,The Sentinel
Jonas Karlsson,The Snowman
Laura Benanti,No Hard Feelings
Robert Redford,Truth
Thora Birch,Now and Then
The Joneses,Demi Moore
The Joneses,David Duchovny
The Joneses,Amber Heard
Three to Tango,Neve Campbell
2 Days in the Valley,Teri Hatcher
Jack O'Connell,Unbroken
Jack O'Connell,Eden Lake
Jack O'Connell,Money Monster
Adewale Akinnuoye-Agbaje,G.I. Joe: The Rise of Cobra
Adewale Akinnuoye-Agbaje,Pompeii
"Three Billboards Outside Ebbing, Missouri",Sam Rockwell
"Three Billboards Outside Ebbing, Missouri",Caleb Landry Jones
The Score,Marlon Brando
Paul Schneider,All the Real Girls
Uncommon Valor,Patrick Swayze
Uncommon Valor,Robert Stack
Tom Hanks,The Green Mile
Tom Hanks,Toy Story
Tom Hanks,Toy Story 4
Tom Hanks,Philadelphia
Tom Hanks,Bridge of Spies
Tom Hanks,The Terminal
Tom Hanks,Cloud Atlas
Tom Hanks,A Beautiful Day in the Neighborhood
Tom Hanks,Charlie Wilson's War
Tom Hanks,Finch
Tom Hanks,Extremely Loud & Incredibly Close
Tom Hanks,Sleepless in Seattle
Tom Hanks,You've Got Mail
Tom Hanks,The Polar Express
Tom Hanks,Borat Subsequent Moviefilm
Tom Hanks,The Money Pit
Tom Hanks,Larry Crowne
Tom Hanks,Dragnet
Tom Hanks,The Bonfire of the Vanities
Tom Hanks,Pinocchio
Robin Hood: Prince of Thieves,Kevin Costner
Robin Hood: Prince of Thieves,Morgan Freeman
Michael Paré,Streets of Fire
David Morse,The Green Mile
David Morse,16 Blocks
David Morse,The Crossing Guard
David Morse,Passengers
Tom Waits,Wristcutters: A Love Story
Chris Isaak,Twin Peaks: The Missing Pieces
Max Thieriot,Chloe
Wes Bentley,Gone
Denholm Elliott,September
Pompeii,Kit Harington
Pompeii,Kiefer Sutherland
Brie Larson,The Gambler
Frank Whaley,Vacancy
The Contender,Gary Oldman
Demi Moore,A Few Good Men
Demi Moore,Now and Then
Demi Moore,Beavis and Butt-Head Do America
Demi Moore,About Last Night
Demi Moore,Disclosure
Demi Moore,The Juror
Demi Moore,The Scarlet Letter
Demi Moore,Nothing But Trouble
Katherine Heigl,The Nut Job
Rebecca Ferguson,Florence Foster Jenkins
Rebecca Ferguson,The Snowman
Going in Style,Michael Caine
Leo Dolan,The Long Good Friday
Seth MacFarlane,Ted 2
Still Alice,Alec Baldwin
Still Alice,Kristen Stewart
Tony Hale,Toy Story 4
Dan Leis,Narc
The Passenger,Maria Schneider
The Passenger,Ian Hendry
The Bad Guys,Sam Rockwell
The Bad Guys,Awkwafina
The Bad Guys,Craig Robinson
Leslie Zemeckis,The Polar Express
Jeffrey Dean Morgan,The Possession
Keri Russell,Extraordinary Measures
Matthias Schoenaerts,Red Sparrow
Ethan Embry,Vacancy
Han Hyo-joo,Always
Chris Coppola,The Polar Express
Richard Jaeckel,Starman
Mission: Impossible - Fallout,Henry Cavill
Michael Parks,Blood Father
Mélanie Thierry,A Perfect Day
The Mexican,James Gandolfini
The Mexican,J.K. Simmons
Passengers,Jennifer Lawrence
Passengers,Chris Pratt
Passengers,Michael Sheen
Passengers,Laurence Fishburne
Garrett Hedlund,Unbroken
Garrett Hedlund,Country Strong
Garrett Hedlund,Pan
You Will Meet a Tall Dark Stranger,Naomi Watts
Eyes Wide Shut,Nicole Kidman
Eyes Wide Shut,Todd Field
Eyes Wide Shut,Sydney Pollack
Freeway,Kiefer Sutherland
Justice Smith,Pokémon: Detective Pikachu
Natalie Dormer,The Professor and the Madman
John Hawkes,Winter's Bone
John Hawkes,Hardball
9½ Weeks,Kim Basinger
9½ Weeks,David Margulies
A Soldier's Story,Howard E. Rollins Jr.
A Soldier's Story,Adolph Caesar
Paul Lazar,Married to the Mob
The Colony,Laurence Fishburne
The Colony,Charlotte Sullivan
Easy Rider,Antonio Mendoza
Thi Hai Yen Do,The Quiet American
I Know What You Did Last Summer,Sarah Michelle Gellar
I Know What You Did Last Summer,Ryan Phillippe
The World Is Not Enough,Pierce Brosnan
Margaret Colin,The Devil's Own
Paul Dano,Being Flynn
Denzel Washington,Philadelphia
Denzel Washington,Fallen
Lily Collins,Mank
Hands of Stone,Edgar Ramírez
Hands of Stone,Usher
Johnny Simmons,Jennifer's Body
Terence Stamp,Murder Mystery
Michael Winslow,Police Academy 2: Their First Assignment
Michael Winslow,Police Academy 4: Citizens on Patrol
John Huston,Chinatown
John Boles,Frankenstein
Tom Wilkinson,Girl with a Pearl Earring
Tom Wilkinson,The Conspirator
Tom Wilkinson,Duplicity
Valeriy Nikolaev,The Saint
Antonio Banderas,The Laundromat
Antonio Banderas,Dolittle
Nelsan Ellis,Secretariat
Legion,Charles S. Dutton
Song to Song,Ryan Gosling
Rumble Fish,Diane Lane
It's Complicated,Alec Baldwin
Bombshell,Nicole Kidman
Bombshell,John Lithgow
Danny DeVito,Terms of Endearment
Danny DeVito,Matilda
Danny DeVito,Twins
Danny DeVito,Drowning Mona
Lola Kirke,Fallen
Serena,Bradley Cooper
Serena,Jennifer Lawrence
Rob the Mob,Andy Garcia
Rob the Mob,Ray Romano
Leonardo DiCaprio,Inception
Leonardo DiCaprio,The Departed
Leonardo DiCaprio,This Boy's Life
Leonardo DiCaprio,Marvin's Room
Dolittle,Michael Sheen
Bob Roberts,Tim Robbins
Bob Roberts,Alan Rickman
Diane Kruger,Inglourious Basterds
Diane Kruger,Fathers & Daughters
Wall Street: Money Never Sleeps,Shia LaBeouf
Wall Street: Money Never Sleeps,Carey Mulligan
Diego Luna,Milk
Diego Luna,Blood Father
Kayla Servi,Comet
Emily Watson,The Life and Death of Peter Sellers
Ray McAnally,The Mission
Addison Timlin,Fallen
Florence Foster Jenkins,Hugh Grant
Owen Wilson,Wonder
Owen Wilson,Marley & Me
Owen Wilson,Bottle Rocket
Owen Wilson,"You, Me and Dupree"
Owen Wilson,How Do You Know
Blood Father,Erin Moriarty
She-Devil,Ed Begley Jr.
She-Devil,Linda Hunt
Peter Sarsgaard,Knight and Day
Will Arnett,Wristcutters: A Love Story
Will Arnett,The Nut Job
Nicolas Cage,Matchstick Men
Nicolas Cage,Moonstruck
Nicolas Cage,The Croods: A New Age
Nicolas Cage,Bringing Out the Dead
Nicolas Cage,Trespass
Abbie Cornish,Limitless
Dragnet,Christopher Plummer
Dragnet,Harry Morgan
Zack Duhame,Multiplicity
Joshua,Sam Rockwell
Mary-Louise Parker,The Client
Mary-Louise Parker,Boys on the Side
Meg Foster,Masters of the Universe
The Last Mimzy,Joely Richardson
The Last Mimzy,Timothy Hutton
The Last Mimzy,Chris O'Neil
Downton Abbey: A New Era,Michelle Dockery
Marley & Me,Jennifer Aniston
Marley & Me,Eric Dane
Marley & Me,Kathleen Turner
Dark City,Kiefer Sutherland
Dark City,Jennifer Connelly
Dark City,William Hurt
Cheol-min Park,Always
The Conspirator,Robin Wright
The Conspirator,Kevin Kline
Ashton Sanders,Captive State
Old School,Vince Vaughn
Old School,Will Ferrell
Rhea Perlman,Matilda
Stir of Echoes,Kevin Bacon
Stir of Echoes,Zachary David Cope
Stir of Echoes,Kathryn Erbe
Daniel Stern,Very Bad Things
Daniel Stern,City Slickers II: The Legend of Curly's Gold
Daniel Stern,Celtic Pride
Joshua Rudoy,Harry and the Hendersons
Danielle Panabaker,Sky High
The Quiet American,Michael Caine
Elizabeth Banks,Seabiscuit
Harry and the Hendersons,John Lithgow
Harry and the Hendersons,Melinda Dillon
Cedric The Entertainer,First Reformed
Mike Epps,Next Day Air
Eva Longoria,The Sentinel
Aloha,Bradley Cooper
Aloha,Rachel McAdams
Aloha,Emma Stone
Aloha,Alec Baldwin
Natasha Calis,The Possession
Jennifer Lawrence,Silver Linings Playbook
Jennifer Lawrence,Winter's Bone
Jennifer Lawrence,Red Sparrow
Jennifer Lawrence,Like Crazy
Jennifer Lawrence,No Hard Feelings
Tom Hulce,Frankenstein
Footloose,Kevin Bacon
Footloose,John Lithgow
Footloose,Kenny Wormald
Footloose,Julianne Hough
Christian Rub,Pinocchio
Chase Ellison,Mysterious Skin
Julianne Hough,Rock of Ages
Julianne Hough,Curve
The Edge of Seventeen,Haley Lu Richardson
The Edge of Seventeen,Blake Jenner
Phone Booth,Kiefer Sutherland
Vice,Christian Bale
Vice,Sam Rockwell
Julie Walters,Becoming Jane
Caryn Peterson,Doomsday
Rosemarie DeWitt,Poltergeist
Shia LaBeouf,A Guide to Recognizing Your Saints
Tom Davis,Blues Brothers 2000
George of the Jungle,Thomas Haden Church
George of the Jungle,Richard Roundtree
Split,Anya Taylor-Joy
Split,Haley Lu Richardson
Split,Jessica Sula
Fannie Flagg,Five Easy Pieces
Broken Arrow,John Travolta
Fathers & Daughters,Aaron Paul
Chiwetel Ejiofor,Secret in Their Eyes
This Must Be the Place,Judd Hirsch
Campbell Scott,Singles
Campbell Scott,Dying Young
Pan,Levi Miller
Pan,Hugh Jackman
Javier Bardem,The Gunman
Javier Bardem,Eat Pray Love
Dear John,Channing Tatum
Dear John,Richard Jenkins
Dear John,Henry Thomas
They Cloned Tyrone,Jamie Foxx
They Cloned Tyrone,Kiefer Sutherland
Ayushmann Khurrana,Seeking True Love
Ian Holm,The Fifth Element
Elliot Page,Inception
Elliot Page,Juno
Elliot Page,Hard Candy
Elliot Page,Tallulah
Elliot Page,Smart People
Matilda,Mara Wilson
A Dog's Purpose,Josh Gad
A Dog's Purpose,Peggy Lipton
A Dog's Purpose,Bryce Gheisar
Sleeping with the Enemy,Kevin Anderson
Maddie Baillio,Dumplin'
Matthew Rhys,A Beautiful Day in the Neighborhood
Ashish Chhipa,Stree
Flight of the Phoenix,Tyrese Gibson
Mission to Mars,Tim Robbins
Buzz Kilman,Philadelphia
Secret in Their Eyes,Nicole Kidman
Josh Gad,A Dog's Journey
Michael,John Travolta
Michael,William Hurt
Cutthroat Island,Geena Davis
Cutthroat Island,Frank Langella
Cutthroat Island,Maury Chaykin
Supernova,Colin Firth
Supernova,Pippa Haywood
Nushrratt Bharuccha,Chhalaang
"O Brother, Where Art Thou?",John Turturro
Billy Connolly,The Last Samurai
Denise Crosby,Pet Sematary
Sophia Loren,Ready to Wear
Patriots Day,Michelle Monaghan
Patriots Day,J.K. Simmons
Mindy Kaling,Late Night
Radio Days,Paul Herman
Joseph Cross,Untraceable
The Shadow,Alec Baldwin
The Shadow,Penelope Ann Miller
Amy Ryan,Bridge of Spies
Ryan Gosling,All Good Things
Nothing But Trouble,Chevy Chase
The Strangers,Scott Speedman
Chi McBride,The Terminal
Chi McBride,Narc
Chi McBride,Mercury Rising
Jack,Diane Lane
Married to the Mob,Alec Baldwin
Near Dark,Lance Henriksen
Dustin Hoffman,Hook
Dustin Hoffman,Hero
The Thin Red Line,Nick Nolte
Colin Blumenau,You Should Have Left
Jessica Lange,The Postman Always Rings Twice
Jessica Lange,The Gambler
War Machine,Daniel Betts
A Christmas Carol,Alastair Sim
A Christmas Carol,Gary Oldman
A Christmas Carol,Colin Firth
Olivia Colman,Empire of Light
Jacob's Ladder,Tim Robbins
Jacob's Ladder,Elizabeth Peña
Shrek,John Lithgow
Horsemen,Lou Taylor Pucci
Horsemen,Clifton Collins Jr.
Hannibal,Gary Oldman
I Am Sam,Dakota Fanning
Kenneth Branagh,Dead Again
Kenneth Branagh,Frankenstein
Valeria Bruni Tedeschi,Like Crazy
Ross Malinger,Sleepless in Seattle
Amy Seimetz,Pet Sematary
Heat,Val Kilmer
The Informers,Kim Basinger
Practical Magic,Nicole Kidman
Practical Magic,Stockard Channing
A River Runs Through It,Brenda Blethyn
Christopher Plummer,Dreamscape
Veronika Decides to Die,Sarah Michelle Gellar
Veronika Decides to Die,Erika Christensen
Seventh Son,Ben Barnes
Andrew Barth Feldman,No Hard Feelings
Kevin Bacon,A Few Good Men
Kevin Bacon,Murder in the First
Kevin Bacon,My Dog Skip
Kevin Bacon,Where the Truth Lies
Kevin Bacon,Cop Car
Kevin Bacon,She's Having a Baby
Kevin Bacon,You Should Have Left
Girl Most Likely,Annette Bening
Girl Most Likely,Darren Criss
Go,Jay Mohr
American Dreamz,Hugh Grant
Vanilla Sky,Penélope Cruz
Silver Linings Playbook,Bradley Cooper
The Adventures of Buckaroo Banzai Across the 8th Dimension,John Lithgow
Miles Teller,Top Gun: Maverick
Bel Powley,Wildling
Ryan Reynolds,Free Guy
Ryan Reynolds,The Croods: A New Age
Ryan Reynolds,The Proposal
Ryan Reynolds,The Adam Project
Ryan Reynolds,Spirited
Ryan Reynolds,Pokémon: Detective Pikachu
Ryan Reynolds,Self/less
Ryan Reynolds,Paper Man
Ryan Reynolds,Mississippi Grind
Ryan Reynolds,The Voices
Ryan Reynolds,The Captive
Paper Man,Emma Stone
Bridge of Spies,Mark Rylance
Bridge of Spies,Alan Alda
James Corden,The Prom
Michael Mantell,Ocean's Thirteen
Tony Jay,The Jungle Book 2
Samuel L. Jackson,Unthinkable
Samuel L. Jackson,Meeting Evil
Charles Cioffi,All the Right Moves
Ryan Phillippe,Cruel Intentions
Empire of Light,Micheal Ward
Empire of Light,Colin Firth
Omri Katz,Matinee
Jena Malone,For Love of the Game
Ethan Hawke,First Reformed
Always,So Ji-seob
Always,Kang Shin-il
Murder in the First,Gary Oldman
Twin Peaks: The Missing Pieces,Kiefer Sutherland
Twin Peaks: The Missing Pieces,C.H. Evans
Valentine,David Boreanaz
Valentine,Marley Shelton
Valentine,Jessica Capshaw
Eddie,Whoopi Goldberg
Eddie,Frank Langella
Eddie,Richard Jenkins
Cloud Atlas,Hugh Grant
Tommy Lee Jones,In the Valley of Elah
Tommy Lee Jones,Men in Black 3
Tommy Lee Jones,The Client
Tommy Lee Jones,Ad Astra
Tommy Lee Jones,Blown Away
Tommy Lee Jones,The Comeback Trail
Alien: Covenant,Billy Crudup
16 Blocks,Bruce Willis
Ava Gardner,The Sentinel
Groundhog Day,Stephen Tobolowsky
Madalyn Horcher,Curve
Chris Pine,Hell or High Water
Chris Pine,Rise of the Guardians
Avery Tiiu Essex,You Should Have Left
Taika Waititi,Free Guy
Viola Davis,Doubt
Viola Davis,Eat Pray Love
First Reformed,Victoria Hill
"You, Me and Dupree",Kate Hudson
Mysterious Skin,Brady Corbet
John Mahoney,Suspect
John Mahoney,She's the One
Gérard Depardieu,1900
